"Sample Indicator","Lab Sample No","Report No","PWS ID","Fac ID","Samp Pt No","Lab ID","Cert Agency","Samp Category","Samp Type","Compliance","Samp Vol","Collect Date","Collect Time","Sampler Name","Chlorine Free"
"MWHSample","380-60814-1","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","103900","",""
"MWHSample","380-60814-10","380-60814-1","HI0000215","NA","NA","LABMWH","STATE","GE","RT","N","100","08/27/2023","085000","",""
"MWHSample","380-60814-2","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","101500","",""
"MWHSample","380-60814-3","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","105500","",""
"MWHSample","380-60814-4","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","112900","",""
"MWHSample","380-60814-5","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","125200","",""
"MWHSample","380-60814-6","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","121700","",""
"MWHSample","380-60814-7","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","131700","",""
"MWHSample","380-60814-8","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","085000","",""
"MWHSample","380-60814-9","380-60814-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","093100","",""
