"Sample Indicator","Lab Sample No","Report No","PWS ID","Fac ID","Samp Pt No","Lab ID","Cert Agency","Samp Category","Samp Type","Compliance","Samp Vol","Collect Date","Collect Time","Sampler Name","Chlorine Free","Sample Identification","COC #"
"MWHSample","380-60809-1","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","083300","","","PWS 215 Lower Kula Rd SP 133","380-60809-1"
"MWHSample","380-60809-10","380-60809-1","HI0000215","NA","NA","LABMWH","STATE","GE","RT","N","100","08/27/2023","083300","","","Trip Blank","380-60809-1"
"MWHSample","380-60809-2","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","085200","","","PWS 215 Lower Kula Rd SP 136","380-60809-1"
"MWHSample","380-60809-3","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","091400","","","PWS 215 Waipoli Rd Hyd 108","380-60809-1"
"MWHSample","380-60809-4","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","093600","","","PWS 215 Olu'Olu Pl Hyd 589","380-60809-1"
"MWHSample","380-60809-5","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","100000","","","PWS 215 Foster Pl Hyd 475","380-60809-1"
"MWHSample","380-60809-6","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","102300","","","PWS 215 Polipoli Rd Hyd 363","380-60809-1"
"MWHSample","380-60809-7","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","110600","","","PWS 215 Waiohuli Tank","380-60809-1"
"MWHSample","380-60809-8","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","112500","","","PWS 215 Middle Rd SP 277","380-60809-1"
"MWHSample","380-60809-9","380-60809-1","HI0000215","TP003","001","LABMWH","STATE","GE","RT","N","100","08/27/2023","114300","","","PWS 215 Cross Rd Hyd 683","380-60809-1"
