"Sample Indicator","Lab Sample No","Report No","PWS ID","Fac ID","Samp Pt No","Lab ID","Cert Agency","Samp Category","Samp Type","Compliance","Samp Vol","Collect Date","Collect Time","Sampler Name","Chlorine Free","Sample Identification","COC #"
"MWHSample","380-61070-1","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","084000","","","PWS214 Nahienaena Bldg C Hosebib #1 First Draw","380-61070-1"
"MWHSample","380-61070-10","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","095300","","","PWS214 Nahienaena Bldg A Hosebib #2 After Flush","380-61070-1"
"MWHSample","380-61070-11","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","100600","","","PWS214 Nahienaena Cafe Hosebib #1 First Draw","380-61070-1"
"MWHSample","380-61070-12","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","101200","","","PWS214 Nahienaena Cafe Hosebib #1 After Flush","380-61070-1"
"MWHSample","380-61070-13","380-61070-1","HI0000214","NA","NA","LABMWH","STATE","GE","RT","N","100","08/28/2023","084000","","","Trip Blank","380-61070-1"
"MWHSample","380-61070-2","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","084800","","","PWS214 Nahienaena Bldg C Hosebib #1 After Flush","380-61070-1"
"MWHSample","380-61070-3","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","090200","","","PWS214 Nahienaena Bldg B Hosebib #1 First Draw","380-61070-1"
"MWHSample","380-61070-4","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","090800","","","PWS214 Nahienaena Bldg B Hosebib #1 After Flush","380-61070-1"
"MWHSample","380-61070-5","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","091700","","","PWS214 Nahienaena Bldg B Hosebib #2 First Draw","380-61070-1"
"MWHSample","380-61070-6","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","092400","","","PWS214 Nahienaena Bldg B Hosebib #2 After Flush","380-61070-1"
"MWHSample","380-61070-7","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","093300","","","PWS214 Nahienaena Bldg A Hosebib #1 First Draw","380-61070-1"
"MWHSample","380-61070-8","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","093900","","","PWS214 Nahienaena Bldg A Hosebib #1 After Flush","380-61070-1"
"MWHSample","380-61070-9","380-61070-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/28/2023","094700","","","PWS214 Nahienaena Bldg A Hosebib #2 First Draw","380-61070-1"
