"Sample Indicator","Lab Sample No","Report No","PWS ID","Fac ID","Samp Pt No","Lab ID","Cert Agency","Samp Category","Samp Type","Compliance","Samp Vol","Collect Date","Collect Time","Sampler Name","Chlorine Free","Sample Identification","COC #"
"MWHSample","380-61223-1","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","100000","","","PWS214 92 Aipuni St First Draw","380-61223-1"
"MWHSample","380-61223-10","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","120300","","","PWS214 Hooli St Hyd 330","380-61223-1"
"MWHSample","380-61223-11","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","103700","","","PWS214 Aipuni St Hyd 338","380-61223-1"
"MWHSample","380-61223-12","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","122200","","","PWS214 Ainakea Pl Hyd 331","380-61223-1"
"MWHSample","380-61223-13","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","123600","","","PWS214 Ainakea Pl Hyd 332","380-61223-1"
"MWHSample","380-61223-14","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","130300","","","PWS214 Kani'au St Hyd 191","380-61223-1"
"MWHSample","380-61223-15","380-61223-1","HI0000214","NA","NA","LABMWH","STATE","GE","RT","N","100","08/29/2023","094000","","","Trip Blank","380-61223-1"
"MWHSample","380-61223-2","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","094000","","","PWS214 84 Aipuni St First Draw","380-61223-1"
"MWHSample","380-61223-3","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","100500","","","PWS214 92 Aipuni St Flushed","380-61223-1"
"MWHSample","380-61223-4","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","094300","","","PWS214 84 Aipuni St Flushed","380-61223-1"
"MWHSample","380-61223-5","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","102000","","","PWS214 Aipuni St Hyd 337","380-61223-1"
"MWHSample","380-61223-6","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","105500","","","PWS214 Hanohano St. Hyd 326","380-61223-1"
"MWHSample","380-61223-7","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","111300","","","PWS214 Hanohano St. Hyd 327","380-61223-1"
"MWHSample","380-61223-8","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","113000","","","PWS214 A'A Pl Hyd 328","380-61223-1"
"MWHSample","380-61223-9","380-61223-1","HI0000214","TP050","021","LABMWH","STATE","GE","RT","N","100","08/29/2023","115000","","","PWS214 A'A Pl Hyd 329","380-61223-1"
