"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2015","525.2","LABMWH","STATE","A","MRL","0.098","UG/L","Y","","Methoxychlor","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2035","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Di(2-ethylhexyl)adipate","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2039","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-1","HI0000214","12/13/2023","12/13/2023","163700","2306","525.2","LABMWH","STATE","A","MRL","0.020","UG/L","Y","","Benzo[a]pyrene","1085 FRONT ST/1091 FRONT ST (12082311707)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
"MWHResult","380-74521-2","HI0000214","12/13/2023","12/13/2023","165800","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","19 KAMAKA CIR/25 KAMAKA CIR (12082311708)","380-74521-1"
