"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene"
"MWHResult","380-61370-1","HI0000215","09/01/2023","09/05/2023","154200","2306","525.2","LABMWH","STATE","A","MRL","0.019","UG/L","Y","","Benzo[a]pyrene"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine"
"MWHResult","380-61370-2","HI0000215","09/01/2023","09/05/2023","160200","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor"
