"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2015","525.2","LABMWH","STATE","A","MRL","0.098","UG/L","Y","","Methoxychlor","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2035","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Di(2-ethylhexyl)adipate","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2039","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Bis(2-ethylhexyl) phthalate","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-1","HI0000214","11/05/2023","11/06/2023","192700","2306","525.2","LABMWH","STATE","A","MRL","0.020","UG/L","Y","","Benzo[a]pyrene","284/292 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","285/293 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2015","525.2","LABMWH","STATE","A","MRL","0.098","UG/L","Y","","Methoxychlor","285/293 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2035","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Di(2-ethylhexyl)adipate","285/293 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","285/293 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2039","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Bis(2-ethylhexyl) phthalate","285/293 Komo Mai St","380-69707-1"
"MWHResult","380-69707-2","HI0000214","11/05/2023","11/06/2023","194600","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","285/293 Komo Mai St","380-69707-1"
