"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-1","HI0000214","12/07/2023","12/07/2023","183700","2306","525.2","LABMWH","STATE","A","MRL","0.019","UG/L","Y","","Benzo[a]pyrene","1430/1426 FRONT ST 12012311009","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2015","525.2","LABMWH","STATE","A","MRL","0.098","UG/L","Y","","Methoxychlor","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2035","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Di(2-ethylhexyl)adipate","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2039","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-2","HI0000214","12/07/2023","12/07/2023","185700","2306","525.2","LABMWH","STATE","A","MRL","0.020","UG/L","Y","","Benzo[a]pyrene","1410 A /1410 B FRONT ST 12012311010","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","1406/1404 FRONT ST 12012311011","380-73367-1"
"MWHResult","380-73367-3","HI0000214","12/07/2023","12/07/2023","191700","2306","525.2","LABMWH","STATE","A","MRL","0.019","UG/L","Y","","Benzo[a]pyrene","1406/1404 FRONT ST 12012311011","380-73367-1"
