"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2989","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Chlorobenzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2990","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Benzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2991","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Toluene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2992","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Ethylbenzene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2996","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Styrene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-1","HI0000214","","10/20/2023","014500","2997","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Xylene","333 Komo Mai St 10162312301","380-67541-1"
"MWHResult","380-67541-2","HI0000214","","10/20/2023","020800","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","341 Komo Mai St 10162312302","380-67541-1"
