"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","1402 A (Left) FRONT ST 12012312301","380-73361-1"
"MWHResult","380-73361-1","HI0000214","","12/07/2023","070600","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","1402 A (Left) FRONT ST 12012312301","380-73361-1"
