"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2989","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Chlorobenzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2990","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Benzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2991","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Toluene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2992","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Ethylbenzene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2996","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Styrene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-1","HI0000214","","10/13/2023","020200","2997","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Xylene","389 Komo Mai St 10092310304","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2979","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","trans-1,2-Dichloroethylene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2980","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloroethane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2981","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,1-Trichloroethane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2982","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Carbon tetrachloride","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2983","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2-Dichloropropane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2984","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Trichloroethylene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2985","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1,2-Trichloroethane","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2987","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Tetrachloroethylene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2989","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Chlorobenzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2990","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","N","1.1","Benzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2991","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Toluene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2992","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Ethylbenzene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2996","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Styrene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-2","HI0000214","","10/13/2023","022500","2997","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Xylene","558 Kahena St 10092310307","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2378","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,4-Trichlorobenzene","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2380","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","cis-1,2-Dichloroethylene","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2414","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,2,3-Trichloropropane","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2955","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Xylenes, Total","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2963","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","m,p-Xylenes","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2964","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","Dichloromethane","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2968","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","o-Dichlorobenzene","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2969","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","p-Dichlorobenzene","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2976","524.2","LABMWH","STATE","A","MRL","0.30","UG/L","Y","","Vinyl Chloride (VC)","559 Kahena St 10092310309","380-66548-1"
"MWHResult","380-66548-3","HI0000214","","10/13/2023","024900","2977","524.2","LABMWH","STATE","A","MRL","0.50","UG/L","Y","","1,1-Dichloroethene","559 Kahena St 10092310309","380-66548-1"
