"Result Indicator","Lab Sample No","PWS ID","Prep Date","Analyzed Date","Time","Analyte Code","Method Code","Lab ID","Cert Agency","Data Quality","MRL","Detect Level","Unit Code","<Detect Level","Concentration","Analyte","Sample Identification","COC #"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2015","525.2","LABMWH","STATE","A","MRL","0.099","UG/L","Y","","Methoxychlor","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2035","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Di(2-ethylhexyl)adipate","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2039","525.2","LABMWH","STATE","A","MRL","0.59","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2042","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorocyclopentadiene","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2050","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Atrazine","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2051","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Alachlor","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2065","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Heptachlor","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2067","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Heptachlor epoxide (isomer B)","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2274","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Hexachlorobenzene","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-1","HI0000214","12/07/2023","12/07/2023","203600","2306","525.2","LABMWH","STATE","A","MRL","0.020","UG/L","Y","","Benzo[a]pyrene","1441 FRONT ST 12042311005","380-73768-1"
"MWHResult","380-73768-2","HI0000214","12/07/2023","12/07/2023","205600","2010","525.2","LABMWH","STATE","A","MRL","0.039","UG/L","Y","","Lindane","1449 FRONT ST 12042311006","380-73768-1"
"MWHResult","380-73768-2","HI0000214","12/07/2023","12/07/2023","205600","2015","525.2","LABMWH","STATE","A","MRL","0.097","UG/L","Y","","Methoxychlor","1449 FRONT ST 12042311006","380-73768-1"
"MWHResult","380-73768-2","HI0000214","12/07/2023","12/07/2023","205600","2035","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Di(2-ethylhexyl)adipate","1449 FRONT ST 12042311006","380-73768-1"
"MWHResult","380-73768-2","HI0000214","12/07/2023","12/07/2023","205600","2037","525.2","LABMWH","STATE","A","MRL","0.049","UG/L","Y","","Simazine","1449 FRONT ST 12042311006","380-73768-1"
"MWHResult","380-73768-2","HI0000214","12/07/2023","12/07/2023","205600","2039","525.2","LABMWH","STATE","A","MRL","0.58","UG/L","Y","","Bis(2-ethylhexyl) phthalate","1449 FRONT ST 12042311006","380-73768-1"
